"","MAP","MFRI"
"3728",443.294546418615,3.35
"3729",446.372138798491,3.19
"3730",447.15703479163,3.19
"3731",446.835874828875,3.19
"3732",446.376366658167,3.19
"3733",446.870836716297,3.045
"3734",446.388636552159,3.722
"3735",446.558149256353,3.941
"3736",448.429015553734,3.722
"3737",449.63523274811,3.722
"3738",450.746386483,3.941
"3739",452.488518864158,3.941
"3740",450.893533186569,3.941
"3741",452.030339121746,3.941
"3742",551.773497454987,3.19
"3743",550.993609781333,3.045
"3744",547.436968755256,4.467
"3745",537.049312119981,4.467
"3746",530.864264273233,4.467
"3747",529.338278408079,4.467
"3748",526.784537659807,4.188
"3749",523.684898967971,4.188
"3750",520.462814055339,4.188
"3751",518.600362886246,4.188
"3752",517.207415920229,4.188
"3753",513.555764206816,4.786
"3754",511.238353914635,4.786
"3755",508.846712190974,4.786
"3756",509.925119194871,4.786
"3757",512.867274042653,4.467
"3758",511.676494923128,4.786
"3759",511.73249464031,4.467
"3760",508.372863286679,4.467
"3761",503.286092757319,4.467
"3762",505.15846757002,4.188
"3763",504.002754543333,4.188
"3764",501.914846879828,3.722
"3765",502.6361676286,4.188
"3766",501.114139820038,4.786
"3767",498.142278440947,4.786
"3768",499.1344642232,5.154
"3769",501.581665244165,5.154
"3770",498.267895865229,5.154
"3771",493.242553388361,5.583
"3772",490.275440998886,5.154
"3773",487.40674760748,4.786
"3774",481.567866131742,4.786
"3775",475.025214241139,4.786
"3776",470.907863020203,4.786
"3777",467.463049169312,4.786
"3778",464.562923535985,4.786
"3779",459.816162438288,4.467
"3780",456.23946299995,5.583
"3781",455.707034284205,5.583
"3782",454.099412654734,6.091
"3783",450.885274289845,6.7
"3784",448.268702635081,5.583
"3785",447.479943380396,6.7
"3786",445.909171338816,6.091
"3787",444.919000246431,4.786
"3788",446.412281733049,4.786
"3789",445.556059009997,3.19
"3790",445.102352525695,3.35
"3791",444.887624770149,3.19
"3792",442.492827042645,3.19
"3793",439.010243010521,3.19
"3794",442.996579941102,3.35
"3795",445.42731864762,3.19
"3796",445.749688193968,3.19
"3797",445.222060984594,3.045
"3798",445.507467780331,3.045
"3799",445.494856300754,3.19
"3800",444.953997177788,3.045
"3801",445.090914101515,3.35
"3802",447.145018515518,3.941
"3803",449.605375261379,3.941
"3804",451.262958385759,3.941
"3805",449.784572799614,3.941
"3806",447.587589874541,3.941
"3807",449.006292045092,3.941
"3808",452.87841711746,3.526
"3809",556.463040575293,2.913
"3810",551.672509582194,2.913
"3811",549.354185687907,4.188
"3812",544.228701852402,4.467
"3813",536.500704898953,4.467
"3814",537.405388593752,4.467
"3815",539.05369669888,4.467
"3816",532.150798463057,4.467
"3817",529.954481507731,4.786
"3818",530.568333833759,4.786
"3819",525.416372312735,4.467
"3820",520.696153168434,4.786
"3821",518.996264168334,5.154
"3822",514.607392342562,5.154
"3823",510.237780203671,5.154
"3824",507.275706321786,4.786
"3825",506.126547939903,4.786
"3826",505.572911029299,4.467
"3827",506.204292287684,4.467
"3828",505.851823284336,4.467
"3829",506.529271185929,4.467
"3830",502.835404169592,4.786
"3831",499.969537112503,4.467
"3832",501.395247115711,4.188
"3833",499.183588319774,4.188
"3834",497.635477959855,4.188
"3835",497.501598868204,4.786
"3836",495.135347389041,4.786
"3837",495.122070851688,5.154
"3838",497.880487459626,5.154
"3839",499.401618900541,5.583
"3840",497.315524403906,5.583
"3841",491.985770088135,5.154
"3842",485.121924120656,4.786
"3843",479.223269135055,5.154
"3844",477.428759719894,4.786
"3845",476.099621836726,4.786
"3846",471.815150014527,4.786
"3847",467.494894290076,4.786
"3848",465.374126813601,4.786
"3849",463.075789256951,4.467
"3850",460.267700272539,4.467
"3851",458.131865328409,5.154
"3852",454.833798307635,5.154
"3853",451.365447655261,4.786
"3854",448.328602080995,4.786
"3855",446.479603705811,6.091
"3856",443.8733353537,6.7
"3857",443.004255338402,5.154
"3858",442.863708255508,5.154
"3859",442.16149430404,4.786
"3860",441.608169832097,5.154
"3861",442.496998164617,3.35
"3862",441.232532644791,3.19
"3863",438.686816661381,3.19
"3864",441.957190405763,3.35
"3865",443.47004706309,3.35
"3866",444.706591146663,3.19
"3867",443.883723374549,3.045
"3868",444.253519241935,3.045
"3869",443.215393769096,3.19
"3870",443.400843105289,3.19
"3871",443.627647282811,3.19
"3872",446.241484249341,3.941
"3873",448.870181744772,3.941
"3874",449.545223432373,3.941
"3875",447.653784040008,3.722
"3876",446.370463946125,4.188
"3877",446.650454395001,3.941
"3878",449.111762857854,4.188
"3879",559.542744524658,3.35
"3880",556.657556052284,2.913
"3881",556.274299770133,2.913
"3882",554.884865273669,4.188
"3883",549.095284108222,4.467
"3884",545.313836702137,4.467
"3885",545.570940029491,4.467
"3886",542.204821827507,4.467
"3887",535.160516883361,4.467
"3888",535.488607557943,4.786
"3889",536.170981192607,4.467
"3890",531.634225791621,4.786
"3891",527.489761044015,4.188
"3892",527.485516688487,3.941
"3893",524.098081617564,4.467
"3894",519.08510694806,5.154
"3895",513.043853711517,5.154
"3896",506.518561723786,5.154
"3897",502.358072281293,5.154
"3898",503.832571080541,5.154
"3899",502.105641822746,4.786
"3900",496.250732296804,4.786
"3901",496.072456310983,4.786
"3902",496.745393047824,4.786
"3903",498.369186025239,4.786
"3904",496.746436142601,4.467
"3905",492.449703326109,4.188
"3906",492.202594446771,4.467
"3907",491.573495545737,4.786
"3908",491.536863886544,4.786
"3909",493.349927078481,5.154
"3910",495.175586776643,5.583
"3911",494.755879022504,5.583
"3912",492.60196942012,5.154
"3913",488.793590623462,4.786
"3914",483.91715992899,4.786
"3915",481.202257485098,4.786
"3916",477.090442415733,4.786
"3917",474.877930910723,4.786
"3918",473.852456923993,4.786
"3919",470.204528789835,4.786
"3920",466.263247315607,4.786
"3921",462.673580643545,4.786
"3922",457.795659400399,5.154
"3923",454.043205964925,5.154
"3924",450.613096180477,4.786
"3925",447.638681910742,4.786
"3926",445.911548443939,4.786
"3927",443.625066287512,6.7
"3928",442.433289824869,5.154
"3929",440.895221440868,5.154
"3930",439.886307108254,5.583
"3931",439.727634151016,5.583
"3932",440.506527640651,4.786
"3933",440.458818452069,5.154
"3934",437.524509308725,5.154
"3935",438.997322797927,3.35
"3936",441.494974807497,3.35
"3937",442.691533689813,3.19
"3938",442.453181790973,3.045
"3939",441.857545362595,3.045
"3940",441.347607688554,3.045
"3941",442.189235895021,3.19
"3942",443.113504793845,3.35
"3943",445.467425892346,3.19
"3944",446.795869087152,3.941
"3945",445.998688332603,3.941
"3946",445.771892909652,3.941
"3947",444.864179269302,4.188
"3948",444.947634615617,4.188
"3949",447.122648179452,4.188
"3950",448,5.583
"3951",562.065820426206,3.045
"3952",564.090114613172,2.913
"3953",563.352800420402,2.913
"3954",559.824419278055,4.467
"3955",552.597007429859,4.467
"3956",550.579586276032,4.467
"3957",550.611430399424,4.467
"3958",541.606626776368,4.188
"3959",539.711327434047,4.467
"3960",543.166844015577,4.467
"3961",541.304487845817,4.467
"3962",537.550077902017,4.467
"3963",532.360389792676,4.188
"3964",524.955861877047,3.941
"3965",520.186266372736,3.941
"3966",515.229764729316,3.941
"3967",509.344466659974,4.188
"3968",508.075342741659,4.188
"3969",506.139291139779,5.583
"3970",501.283128595056,5.583
"3971",497.930350836908,5.583
"3972",495.487867297358,5.154
"3973",492.997820857349,5.583
"3974",491.921526375259,4.786
"3975",493.329876534969,4.786
"3976",494.59531640229,4.467
"3977",491.726136125576,4.786
"3978",488.832747877228,4.786
"3979",487.120862686582,4.786
"3980",487.454182632762,4.786
"3981",491.80254722538,4.786
"3982",492.59026127242,5.154
"3983",488.956544440786,5.154
"3984",487.306868910487,4.786
"3985",485.48391312763,5.154
"3986",482.189017350557,5.154
"3987",478.329913710035,4.786
"3988",473.668897086797,4.786
"3989",473.307142337735,4.786
"3990",472.736333288019,4.786
"3991",469.914067855951,4.786
"3992",464.94687414476,4.786
"3993",458.986336623591,4.786
"3994",454.228779876069,5.154
"3995",451.758839221165,5.154
"3996",449.861910146253,3.722
"3997",448.039020379294,4.467
"3998",446.869140755171,4.786
"3999",445.742070280374,3.941
"4000",443.230873312047,3.941
"4001",441.238162354341,5.583
"4002",440.038174260519,5.154
"4003",438.835731482465,5.154
"4004",437.892735509667,5.583
"4005",437.533940662669,5.154
"4006",434.872087622674,5.154
"4007",435.376978154939,3.526
"4008",439.272021774531,3.35
"4009",440.417228673736,3.19
"4010",440.771806629286,3.045
"4011",439.535994199738,3.045
"4012",439.335651203531,3.045
"4013",440.308675328471,3.35
"4014",441.625975818006,3.19
"4015",443.773588251146,3.19
"4016",444.315731112034,3.19
"4017",443.497489971906,3.941
"4018",443.272344643864,4.188
"4019",442.6366535888,4.188
"4020",443.930604750758,3.941
"4021",446.161083877572,3.941
"4022",446.919463562037,3.722
"4023",570.136186938995,3.045
"4024",569.648966677924,2.913
"4025",569.157590554374,3.19
"4026",564.964361928949,4.467
"4027",559.284737043637,4.467
"4028",551.853839563249,4.188
"4029",548.052678895243,4.188
"4030",545.106596255705,4.467
"4031",545.369954289516,4.188
"4032",547.157744527827,4.188
"4033",543.051568354843,4.188
"4034",535.574330711001,4.467
"4035",527.316285280532,4.188
"4036",522.087846508461,4.188
"4037",518.797051570421,4.188
"4038",516.887067059428,3.941
"4039",517.173912594965,4.188
"4040",513.425759789213,4.188
"4041",506.21335319928,4.188
"4042",501.397939795596,3.941
"4043",502.115846916224,3.941
"4044",501.427668914161,4.786
"4045",495.013849067307,5.154
"4046",490.106339254575,5.583
"4047",489.522265661502,5.154
"4048",488.500872939656,5.154
"4049",487.819237833255,5.154
"4050",486.884421513581,5.154
"4051",482.935472681534,5.154
"4052",483.293053326506,4.786
"4053",487.063233375946,5.154
"4054",485.134764477112,5.154
"4055",483.366810374764,5.154
"4056",485.798418497846,4.786
"4057",483.786516032814,4.786
"4058",478.502464630264,5.154
"4059",474.28275561451,5.154
"4060",471.99575859183,4.786
"4061",469.006453911321,4.786
"4062",466.553922747016,4.786
"4063",464.578112563214,4.786
"4064",462.142361635149,4.786
"4065",458.97573028584,4.786
"4066",453.964151456596,4.786
"4067",451.530166807074,3.941
"4068",451.51030631407,3.941
"4069",449.987568704414,3.722
"4070",448.672474628375,3.941
"4071",448.086266702896,3.941
"4072",446.179384769455,3.941
"4073",443.040784836356,3.941
"4074",442.593051184895,3.722
"4075",440.459745120467,5.154
"4076",437.722289271159,5.154
"4077",436.206433518521,5.154
"4078",434.571158912961,5.583
"4079",434.315697570489,5.583
"4080",435.73435118201,3.35
"4081",437.876782864866,3.19
"4082",439.187735363989,3.19
"4083",437.895983165552,3.045
"4084",437.775857882346,3.045
"4085",438.758808828576,3.35
"4086",439.753841141348,3.35
"4087",440.861078693819,3.526
"4088",441.915900118112,3.19
"4089",441.595275482536,3.19
"4090",441.720472385234,4.188
"4091",440.835590716118,4.188
"4092",443.072986147046,4.188
"4093",446,4.188
"4094",446.156473239485,4.467
"4095",578.932927619274,3.19
"4096",576.297267126971,2.913
"4097",573.743906742028,2.913
"4098",569.176568375449,3.19
"4099",562.003543542746,4.467
"4100",556.534256375658,4.467
"4101",555.693821557038,4.188
"4102",555.165867827962,3.941
"4103",552.849130079621,4.188
"4104",551.497928313241,4.188
"4105",548.842714207433,3.941
"4106",543.464578008331,4.188
"4107",535.748806506556,4.467
"4108",531.51049029343,4.188
"4109",525.474255659449,3.941
"4110",520.843210615447,3.941
"4111",524.903814112252,3.941
"4112",522.789862916428,3.941
"4113",513.209531662377,3.941
"4114",508.426579966273,4.188
"4115",507.93837129814,3.526
"4116",505.960243078757,3.526
"4117",503.011726937041,3.526
"4118",499.080277293406,3.722
"4119",493.402474927692,3.722
"4120",490.458452172137,4.467
"4121",488.588401130859,5.154
"4122",486.392895133662,4.467
"4123",484.577100118092,5.154
"4124",481.219730231418,5.154
"4125",479.421231774497,5.154
"4126",480.253077078324,5.154
"4127",479.444818651701,5.154
"4128",477.790722726644,5.154
"4129",480.279663378233,4.786
"4130",481.775451952523,4.786
"4131",478.018281239358,5.154
"4132",473.433430336263,5.154
"4133",470.489005824581,4.786
"4134",467.517869243247,4.786
"4135",462.350948239425,4.786
"4136",458.723266296996,4.786
"4137",456.543892615891,5.154
"4138",456.350036913997,4.786
"4139",453.66688313066,3.941
"4140",452.366014716183,3.941
"4141",452.47513239607,3.941
"4142",453.524030361897,4.188
"4143",452.546612687137,4.188
"4144",450.500455257492,4.188
"4145",450.389266267772,4.467
"4146",448.840762405859,4.188
"4147",447.337598301572,3.941
"4148",443.802370684704,3.941
"4149",441.04039227344,3.941
"4150",439.376022368292,5.154
"4151",437.035187875733,5.154
"4152",434.40215806649,5.154
"4153",434.556213789177,3.722
"4154",435.750156714549,3.19
"4155",438.004274177085,3.19
"4156",437.235231551158,3.19
"4157",436.311728586703,3.19
"4158",437.47830474296,3.35
"4159",439,3.526
"4160",439.202148856815,3.526
"4161",440.016950120042,3.526
"4162",440.178463137984,3.526
"4163",440.630850367654,3.722
"4164",439.55279075901,4.188
"4165",442.999126206567,4.188
"4166",445.296126023657,4.188
"4167",444.578949222226,4.467
"4168",445.899834079018,3.941
"4169",583.310895763617,3.19
"4170",582.057899321304,3.045
"4171",574.719060386667,2.913
"4172",567.320515338173,3.941
"4173",563.674420892687,4.188
"4174",562.83109335201,4.188
"4175",563.425551526804,4.188
"4176",559.616256917238,4.467
"4177",552.56672583445,4.467
"4178",548.996417363897,4.467
"4179",543.132289586685,4.188
"4180",536.661271098105,4.188
"4181",537.728360946222,4.467
"4182",535.61182700218,3.941
"4183",527.974237062763,4.188
"4184",527.235955932108,3.941
"4185",527.71149317654,3.941
"4186",520.841349141011,3.941
"4187",514.904866462092,3.722
"4188",513.379650507482,3.722
"4189",511.95162658379,3.526
"4190",509.520161213617,3.526
"4191",504.622282266737,3.526
"4192",501.603766537361,3.526
"4193",502.172389159403,3.722
"4194",499.41351060052,3.722
"4195",496.162528613672,3.722
"4196",491.729121243168,3.941
"4197",484.809650008763,4.188
"4198",482.112202337075,4.188
"4199",479.703522104506,4.188
"4200",476.153042251415,6.091
"4201",474.395673487575,3.722
"4202",474.253110241021,3.526
"4203",473.533305998633,5.583
"4204",473.627892851908,4.786
"4205",474.797711895983,5.154
"4206",474.059108323257,5.154
"4207",470.522743037353,4.786
"4208",465.104009981998,4.786
"4209",461.443404914047,4.786
"4210",457.976640652392,3.722
"4211",457.174511333298,3.722
"4212",458.112823483432,3.35
"4213",455.819469552759,3.722
"4214",454.358898157481,3.526
"4215",454.661950002822,3.941
"4216",456.675848518898,3.941
"4217",454.88841794917,4.188
"4218",453.838105031232,4.467
"4219",453.836009315711,4.467
"4220",453.892379460195,4.467
"4221",451.666431141982,3.941
"4222",448.061991715892,3.941
"4223",445.499383327317,3.941
"4224",443.727728130939,3.722
"4225",439.812326090159,3.722
"4226",435,3.526
"4227",434.807814442168,3.722
"4228",434.415868066867,3.35
"4229",435.648408906027,3.19
"4230",436.482700459587,3.19
"4231",434.844882103539,3.35
"4232",436.318832190439,3.35
"4233",437.583415686218,3.526
"4234",437.731045972531,3.526
"4235",438.42149529901,3.722
"4236",437.996789418688,3.722
"4237",437.880141589341,3.526
"4238",438.256691167623,4.467
"4239",442.530735917245,4.188
"4240",442.635277314114,4.188
"4241",441.695686216526,4.467
"4242",443.898207926393,4.786
"4243",587.697320964454,3.19
"4244",583.539998218306,3.19
"4245",576.714842167641,3.045
"4246",570.814754460471,4.188
"4247",569.304830232427,4.188
"4248",569.741244637168,4.188
"4249",566.511181373036,4.188
"4250",562.399632174209,4.467
"4251",557.557068789389,4.467
"4252",551.483837193621,4.467
"4253",545.674713648587,4.467
"4254",543.499106222762,4.467
"4255",541.779108599277,4.467
"4256",535.709616502021,3.941
"4257",532.179844469445,3.941
"4258",532.62152016504,3.722
"4259",530.255348340589,3.526
"4260",524.247636770988,3.722
"4261",520.797169938174,3.722
"4262",521.813503780437,3.722
"4263",520.95007662028,3.526
"4264",515.135958722292,3.526
"4265",508.682340682718,3.526
"4266",506.143820033349,3.526
"4267",506.5538682947,3.722
"4268",503.639596361109,3.526
"4269",498.407263874995,3.722
"4270",494.940908626139,3.722
"4271",491.034165006555,3.941
"4272",487.155140437555,4.188
"4273",483.104778794706,4.188
"4274",479.209566646922,3.526
"4275",476.946563352309,3.941
"4276",475.662841308421,3.722
"4277",473.124128272526,3.722
"4278",472.38498644942,3.722
"4279",471.253363953669,5.154
"4280",468.364466228927,5.154
"4281",467.766090260147,4.786
"4282",466.309848201145,4.786
"4283",463.951393604684,4.786
"4284",460.538757258384,3.941
"4285",461.730124354505,3.526
"4286",466.233589911187,3.526
"4287",460.019061010388,3.526
"4288",457.916401494711,3.526
"4289",458.103897965837,3.722
"4290",457.580954165618,4.188
"4291",456.527575673028,3.941
"4292",456.809243410527,4.188
"4293",457.638458788939,4.188
"4294",456.29721051219,4.188
"4295",454.864029077554,3.722
"4296",452.450190766531,3.722
"4297",448.501646314827,3.722
"4298",446.066753328466,3.722
"4299",441.807515509051,3.941
"4300",436.772022249165,3.941
"4301",434.236462823717,4.188
"4302",433,3.941
"4303",433.738682228375,2.913
"4304",436.04565950023,3.045
"4305",434.298753652292,3.35
"4306",435.537474275523,3.35
"4307",435.61223700302,3.526
"4308",436.178257733586,3.35
"4309",436.851125831485,3.722
"4310",436.076715740989,3.722
"4311",436.662363214135,4.188
"4312",437.866344091815,4.467
"4313",439.74165331853,4.188
"4314",438.992054993309,4.188
"4315",440.234579616797,4.467
"4316",442.01298041773,4.786
"4317",594.131052193742,3.722
"4318",593.826045151207,3.35
"4319",591.268329093999,3.19
"4320",587.460377023718,2.913
"4321",583.818423771046,4.188
"4322",580.897641336352,4.188
"4323",579.365671259333,4.188
"4324",573.232502944019,4.467
"4325",566.887077339377,4.467
"4326",562.461697725338,4.467
"4327",555.430422328157,4.188
"4328",551.235817856685,4.467
"4329",550.625270527728,4.188
"4330",544.821179618059,4.467
"4331",541.027961660423,3.722
"4332",539.269519149447,3.722
"4333",534.8113784507,3.722
"4334",530.948235285569,3.722
"4335",527.842519003445,3.526
"4336",526.797307700944,3.941
"4337",525.470381598994,3.722
"4338",522.082746376172,3.722
"4339",518.108179013886,3.526
"4340",513.142061669383,3.526
"4341",511.187650873084,3.526
"4342",508.68304759711,3.722
"4343",500.357235363872,3.526
"4344",494.778482931955,3.526
"4345",491.671420520152,3.722
"4346",489.193198304468,3.722
"4347",486.640002465222,4.188
"4348",482.268667592783,4.188
"4349",478.901743030023,4.188
"4350",476.929536416809,3.941
"4351",475.287580711198,3.941
"4352",473.393520710488,4.188
"4353",470.64162777509,3.722
"4354",465.698009933397,4.786
"4355",464.171562132248,4.786
"4356",462.585674907825,5.154
"4357",461.591662044803,3.526
"4358",461.637640396057,3.722
"4359",465.377407086966,3.526
"4360",469.552279258115,3.526
"4361",464.26482470368,3.722
"4362",461.655972032259,3.722
"4363",460.205379963931,3.941
"4364",458.212943563854,4.188
"4365",457.634903043227,3.941
"4366",456.495443686042,4.188
"4367",455.912549578524,4.188
"4368",455.143499515951,3.941
"4369",453.133670977626,3.941
"4370",450.754587232076,3.722
"4371",447.782331254821,3.722
"4372",445.951473758493,4.188
"4373",444.195155084763,4.467
"4374",439.802605415003,4.188
"4375",433.790818000787,4.188
"4376",433,4.188
"4377",433.332266169965,3.19
"4378",434.378153260815,3.045
"4379",433.111535447873,3.35
"4380",433.310718012247,3.35
"4381",433.984988217925,3.526
"4382",433.743404750715,3.526
"4383",434.445791432359,3.722
"4384",434.437463819353,3.941
"4385",437.211428831962,4.188
"4386",438.382375056667,4.786
"4387",437.343452069277,4.188
"4388",436.688937981948,4.188
"4389",438.58763103656,4.188
"4390",440.652110439805,4.188
"4391",442.438662646414,3.722
"4392",593.810972302077,3.722
"4393",592.99247445029,3.526
"4394",591.100273894545,3.19
"4395",587.578361804201,2.913
"4396",585.954665885623,4.467
"4397",581.869578709926,4.467
"4398",575.93053358383,4.467
"4399",572.517669345867,4.467
"4400",570.816977753317,4.467
"4401",566.544323546005,4.467
"4402",561.466476124524,4.467
"4403",557.95069774983,4.467
"4404",553.09128149323,4.188
"4405",548.563845176307,4.188
"4406",548.773317767881,3.941
"4407",547.303552433528,4.188
"4408",541.052780006026,3.941
"4409",535.281471823172,3.526
"4410",530.000992856028,3.722
"4411",525.617714869108,3.941
"4412",521.736276204064,3.526
"4413",518.113350461724,3.526
"4414",513.358715282859,3.35
"4415",507.69660758199,3.526
"4416",504.781798330157,3.35
"4417",501.8506783118,3.722
"4418",498.491983106121,3.526
"4419",496.327033586585,3.722
"4420",496.839089116067,3.941
"4421",496.054381943166,3.941
"4422",493.163243111108,4.188
"4423",489.339706832034,4.188
"4424",483.954029415288,4.188
"4425",479.277011523297,3.722
"4426",478.306326626125,4.188
"4427",477.836295871821,4.467
"4428",471.677596634678,4.467
"4429",469.482295220571,3.941
"4430",466.731232594851,3.526
"4431",464.930580955359,3.526
"4432",463.680321637951,3.526
"4433",462.432777566115,3.722
"4434",463.649143386805,3.526
"4435",467.280003299658,3.526
"4436",472.256280528553,3.722
"4437",465.355994085888,3.722
"4438",460.646367849278,3.526
"4439",458.726643783367,3.722
"4440",457.302535299384,3.941
"4441",455.443725545337,4.188
"4442",455.417280562539,4.188
"4443",454.168068149745,3.941
"4444",451.945507752919,3.941
"4445",449.09195922607,3.941
"4446",446.466621483104,3.722
"4447",444.367817857729,4.467
"4448",442.548305969385,4.467
"4449",438.123294448046,4.188
"4450",433.721284757722,4.188
"4451",432.577042615482,4.188
"4452",433.031654763714,3.35
"4453",431.001240325497,3.526
"4454",430.787520997922,3.526
"4455",431.963839777743,3.526
"4456",431.636852176115,3.722
"4457",432.717902398468,3.941
"4458",434.613539858068,3.941
"4459",438.528665202612,3.941
"4460",438.108491838946,4.467
"4461",435.354133653387,4.188
"4462",435.086210545909,4.188
"4463",436.754198217172,4.188
"4464",439.577150075044,4.188
"4465",440.875470850036,4.786
"4466",588.9153323851,3.35
"4467",586.058052755492,3.19
"4468",584.312008942243,3.045
"4469",580.813943442813,4.467
"4470",574.937492701142,4.467
"4471",569.052118474854,4.467
"4472",565.842385961627,4.467
"4473",565.278071145113,4.467
"4474",562.72368222981,4.467
"4475",561.701286608856,4.467
"4476",560.207720356173,4.467
"4477",555.196300767298,5.154
"4478",553.016975960547,5.154
"4479",555.820331473846,4.467
"4480",552.691133251502,4.188
"4481",543.023448721612,4.188
"4482",537.007329309287,3.941
"4483",532.986226069081,3.941
"4484",529.476949275635,3.941
"4485",526.081415546508,3.722
"4486",521.278572107151,3.526
"4487",514.918286953901,3.35
"4488",510.62572907303,3.35
"4489",508.774668341267,3.526
"4490",505.841901686737,3.722
"4491",502.598024667314,3.526
"4492",501.403750519441,3.941
"4493",502.112542913592,3.722
"4494",498.848031504921,3.722
"4495",493.043970613399,3.722
"4496",487.285438331612,3.941
"4497",483.428070240102,4.188
"4498",481.145532977622,4.188
"4499",481.962371639567,3.941
"4500",478.879224124174,4.467
"4501",475.04310757349,4.188
"4502",473.22859477158,4.188
"4503",470.690812481496,3.941
"4504",470.870663335603,3.941
"4505",469.569493794352,3.941
"4506",467.573588894598,3.941
"4507",468.589049718177,3.722
"4508",470.73691458444,3.941
"4509",473.4639693474,3.941
"4510",471.983802692007,3.941
"4511",465.627292414688,3.722
"4512",461.120049739825,3.722
"4513",458.285209269232,3.941
"4514",456.057222803856,3.941
"4515",453.366875785082,3.941
"4516",454.178619614073,3.941
"4517",453.3516494987,3.941
"4518",452.204383499393,3.941
"4519",450.845127153444,3.941
"4520",447.026832677737,4.786
"4521",443.764772721453,4.467
"4522",440.354773365357,4.467
"4523",435.706643107576,4.188
"4524",433.292848571143,4.188
"4525",432,4.188
"4526",432.045912076744,6.091
"4527",431.787047840687,4.188
"4528",429.546896244312,3.722
"4529",429.618227447893,4.188
"4530",430.198766323876,3.941
"4531",431.16760005075,3.941
"4532",432.392596818446,3.941
"4533",435.55808027093,3.722
"4534",439.133677470742,3.941
"4535",436.109300423261,4.467
"4536",433.524234131634,4.467
"4537",434.089140068232,4.188
"4538",435.220665215831,4.188
"4539",438.477663048843,4.188
"4540",438.796944987582,4.786
"4541",589.970523944908,3.526
"4542",587.205741648632,3.19
"4543",580.378187521897,2.913
"4544",574.729613084174,3.941
"4545",567.827241696244,3.941
"4546",564.415085921454,3.941
"4547",561.43067370188,3.941
"4548",558.59250808417,3.941
"4549",555.478916356664,4.188
"4550",552.256405895864,4.467
"4551",552.85116459399,4.786
"4552",554.399610916481,4.786
"4553",553.794113858999,5.154
"4554",552.150857019343,4.467
"4555",549.143466202739,4.188
"4556",543.449948772357,3.941
"4557",537.428977289753,3.941
"4558",533.620043900756,3.941
"4559",527.443656713619,3.722
"4560",521.694430243525,3.722
"4561",518.308483847328,3.526
"4562",514.84695989018,3.526
"4563",511.112487183837,3.526
"4564",508.614295712089,3.941
"4565",507.643753149448,3.722
"4566",504.30378439702,3.722
"4567",501.026501167838,3.722
"4568",496.993661020432,3.941
"4569",494.645729608373,3.941
"4570",491.326058265152,3.941
"4571",486.248055119529,4.188
"4572",486.448853371428,4.188
"4573",487.63711816176,3.722
"4574",480.777197309579,4.188
"4575",482,4.188
"4576",479.490503066283,4.188
"4577",474.895149225795,3.526
"4578",475.518579063732,3.722
"4579",473.880826122451,3.941
"4580",473.68741015205,3.941
"4581",475.295124541479,3.941
"4582",477.11493950201,3.941
"4583",473.499070413825,3.941
"4584",469.957144857058,3.941
"4585",464.378551816122,3.722
"4586",460.049127029,3.941
"4587",456.956996058504,3.941
"4588",453.725417438728,3.941
"4589",450.924259842734,3.941
"4590",451.603247583575,3.941
"4591",451.295476526943,3.526
"4592",451.243107148611,3.941
"4593",450.436681018542,3.941
"4594",446.783783635514,4.786
"4595",443.271261716862,4.786
"4596",440.000390360777,4.188
"4597",435.704964000413,3.941
"4598",432.485088519896,4.188
"4599",432,4.188
"4600",431.680190846279,4.467
"4601",429.846852131226,6.7
"4602",429,3.941
"4603",429,3.941
"4604",429.007174935838,4.188
"4605",429.286723896411,3.722
"4606",431.255544444941,3.722
"4607",433.441838241845,3.722
"4608",436.691291165095,3.941
"4609",434.228248867708,4.467
"4610",432.079658269604,4.467
"4611",433.505893404958,4.467
"4612",434.142442662787,4.188
"4613",435.722246414254,4.188
"4614",435.381022923478,5.583
"4615",438.573319285495,3.941
"4616",588.392906089395,2.913
"4617",581.283214117532,2.913
"4618",577.27002541722,3.722
"4619",575.726074993743,3.722
"4620",573.522901148539,4.188
"4621",570.579920586579,4.467
"4622",565.896383931059,4.467
"4623",561.781861446014,4.188
"4624",559.212345896063,4.188
"4625",553.253050792744,3.941
"4626",546.867619641994,3.941
"4627",548.910321520161,4.188
"4628",550.990023307426,4.786
"4629",545.730414722173,4.786
"4630",543.892528815996,4.467
"4631",540.205380104969,3.941
"4632",533.862693837576,3.941
"4633",532.481228123437,3.941
"4634",531.211829576752,3.941
"4635",528.098327307473,4.188
"4636",525.33986035113,3.941
"4637",522.158617807218,3.722
"4638",517.805594436398,3.722
"4639",513.839789473818,3.941
"4640",512.328575751624,3.722
"4641",505.914503872972,3.722
"4642",500.762105327836,3.722
"4643",498.645031738002,3.941
"4644",498.408807270648,3.941
"4645",495.633369501232,3.941
"4646",491.647657874539,4.467
"4647",489.128120193413,4.467
"4648",487.023302079242,3.941
"4649",482.203235227041,4.188
"4650",482.831424713627,4.188
"4651",482.267507849785,3.941
"4652",481.24769201202,3.722
"4653",481.110462086775,3.941
"4654",479.162249046625,3.941
"4655",480.010661218559,3.941
"4656",480.914295262142,3.941
"4657",478.213480424695,3.941
"4658",474.152328387283,3.941
"4659",469.789213797767,3.941
"4660",461.003598016771,4.467
"4661",457.618160732244,3.941
"4662",455.696132059179,3.722
"4663",452.536982887876,3.722
